City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,bayanaul,50.7889,75.6956,67.03,61,30,1.63,KZ,1689560187
364,riberalta,-10.9833,-66.1,79.05,60,92,1.39,BO,1689560187
365,ciudad pemex,17.9,-92.5,88.02,71,100,6.13,MX,1689560188
366,eirunepe,-6.6603,-69.8736,74.95,89,76,1.83,BR,1689560188
367,vinnytsia,49.2328,28.481,64.44,67,0,4.72,UA,1689560160
368,revda,56.801,59.9303,56.95,94,98,7.99,RU,1689560189
369,jaisalmer,26.9147,70.9181,85.03,63,67,14.16,IN,1689560189
370,ambon,-3.6954,128.1814,80.87,95,40,8.05,ID,1689560190
371,taroa,8.7058,171.2275,82.63,76,57,12.77,MH,1689560191
372,ribeira brava,32.65,-17.0667,71.13,67,93,7.18,PT,1689560191
373,ridgecrest,35.6225,-117.6709,114.66,10,0,11.5,US,1689560008
374,alzamay,55.5562,98.6644,67.91,71,98,3.33,RU,1689560192
375,lospalos,-8.5186,127.0025,74.32,74,99,11.43,TL,1689560192
376,carbonear,47.7332,-53.2148,68.74,95,97,7.96,CA,1689560117
377,san patricio,28.017,-97.5169,87.19,75,64,16.64,US,1689560193
378,goure,13.9835,10.2704,87.17,42,99,4.68,NE,1689560193
379,tazovsky,67.4667,78.7,52.25,53,100,17.18,RU,1689560193
380,moranbah,-22.0016,148.0466,73.89,48,8,17.65,AU,1689560193
381,banda aceh,5.5577,95.3222,83.08,70,100,13.87,ID,1689560194
382,ashkasham,36.6833,71.5333,56.03,39,0,1.07,AF,1689560194
383,glen innes,-29.7333,151.7333,58.57,49,40,7.54,AU,1689560194
384,mariehamn,60.0973,19.9348,62.46,82,0,10.36,AX,1689560125
385,ebaye,8.7748,167.7392,87.82,66,0,10.36,MH,1689560195
386,matoury,4.8483,-52.3317,71.56,100,0,0.0,GF,1689560195
387,bonny,4.4522,7.1681,77.65,89,100,5.3,NG,1689560195
388,az zawiyah,32.0963,35.0398,85.05,65,40,3.44,PS,1689560196
389,qarqaraly,49.4058,75.4742,70.11,40,0,1.63,KZ,1689560196
390,sur,22.5667,59.5289,87.6,56,23,8.16,OM,1689560196
391,kununurra,-15.7667,128.7333,84.18,28,5,19.57,AU,1689560181
392,calvinia,-31.4707,19.776,50.79,52,81,2.77,ZA,1689560197
393,new norfolk,-42.7826,147.0587,60.3,57,28,11.05,AU,1689560197
394,vilhena,-12.7406,-60.1458,70.88,53,36,2.75,BR,1689560186
395,torbat-e heydariyeh,35.274,59.2195,77.36,25,0,4.7,IR,1689560197
396,chernyshevskiy,63.0128,112.4714,60.87,53,100,9.08,RU,1689560197
397,greymouth,-42.4667,171.2,52.97,81,96,4.07,NZ,1689560198
398,sola,-13.8833,167.55,77.92,81,100,27.36,VU,1689560198
399,mwatate,-3.5029,38.3795,61.61,93,88,4.43,KE,1689560198
400,ta`u,-14.2336,-169.5144,80.31,77,28,15.88,AS,1689560198
401,ha'il,27.5219,41.6907,84.22,16,0,9.22,SA,1689560199
402,garachico,28.7781,-17.7646,69.91,68,20,17.27,ES,1689560199
403,robore,-18.3333,-59.75,74.91,56,100,4.68,BO,1689560199
404,kaniv,49.7518,31.46,62.44,68,3,4.56,UA,1689560199
405,kingisepp,59.3733,28.6134,61.5,97,100,5.1,RU,1689560200
406,deva,45.8833,22.9,71.4,68,42,1.63,RO,1689560051
407,birjand,32.8663,59.2211,77.47,19,0,11.5,IR,1689560200
408,long xuyen,10.3833,105.4167,76.95,82,100,14.81,VN,1689560200
409,ponta delgada,37.7333,-25.6667,68.72,77,75,3.44,PT,1689560200
410,timbuktu,16.7735,-3.0074,90.01,47,19,9.42,ML,1689560201
411,keelung,25.1283,121.7419,93.09,68,99,6.78,TW,1689560201
412,montereau-fault-yonne,48.3833,2.95,57.65,70,2,7.07,FR,1689560201
413,xilin hot,43.9667,116.0333,80.01,32,5,6.4,CN,1689560201
414,ziro,27.6333,93.8333,56.14,100,100,2.44,IN,1689560201
415,baiti,13.745,-14.7482,78.31,89,100,6.33,SN,1689560202
416,neryungri,56.6709,124.6491,76.05,49,7,7.05,RU,1689560202
417,tianshui,34.5439,105.6897,77.9,50,1,6.11,CN,1689560202
418,sumbawa besar,-8.5,117.4333,83.59,56,84,8.68,ID,1689560202
419,wellington,-41.2866,174.7756,56.86,73,0,13.8,NZ,1689559965
420,pandan,14.0453,124.1694,86.95,67,100,7.36,PH,1689560203
421,rongelap,11.1635,166.8941,83.28,78,98,14.99,MH,1689560203
422,chonchi,-42.6128,-73.8092,36.12,93,9,2.08,CL,1689560203
423,key west,24.5557,-81.7826,87.8,76,75,4.61,US,1689559931
424,bryne,58.7354,5.6477,58.98,93,75,14.97,NO,1689560203
425,nishinoomote,30.7333,131.0,88.36,84,75,11.5,JP,1689560203
426,nuuk,64.1835,-51.7216,48.81,93,100,26.46,GL,1689560204
427,ringkobing,56.0901,8.244,61.02,83,99,16.15,DK,1689560204
428,yanbu,24.0891,38.0637,86.04,70,0,6.91,SA,1689560204
429,nagqu,31.5,92.0,46.69,58,0,5.39,CN,1689560204
430,zhalantun,48.0,122.7167,74.86,62,62,4.79,CN,1689560205
431,san giovanni gemini,37.6281,13.6408,81.84,21,0,4.0,IT,1689560205
432,conde,-7.2597,-34.9075,71.06,100,40,4.61,BR,1689560205
433,chimore,-16.9833,-65.1333,72.63,70,100,2.77,BO,1689560205
434,banchory,57.0517,-2.4882,53.69,84,100,5.93,GB,1689560205
435,ulladulla,-35.35,150.4667,65.05,56,0,6.8,AU,1689560206
436,kupang,-10.1667,123.5833,86.58,58,20,11.5,ID,1689560206
437,ghosi,26.1083,83.5436,86.45,70,52,11.43,IN,1689560206
438,letlhakane,-21.4167,25.5833,51.39,41,100,7.67,BW,1689560206
439,livingston,55.9029,-3.5226,53.2,91,75,10.36,GB,1689560207
440,baker city,44.7749,-117.8344,92.19,29,0,14.97,US,1689559970
441,taiynsha,53.8478,69.7639,66.65,71,40,12.1,KZ,1689560207
442,urengoy,65.9667,78.3667,49.53,63,100,9.51,RU,1689560208
443,santana,-0.0583,-51.1817,75.83,90,8,5.37,BR,1689560208
444,bethanie,-26.4833,17.15,55.51,31,0,7.07,NA,1689560208
445,elwood,-37.8817,144.983,61.48,62,0,5.99,AU,1689560208
446,midvagur,62.0511,-7.1939,47.23,93,100,18.41,FO,1689560208
447,gadzhiyevo,69.2551,33.3362,58.71,66,100,7.94,RU,1689560209
448,saipan,15.1355,145.701,88.5,100,40,10.36,MP,1689560209
449,magong,23.5654,119.5863,84.49,73,100,5.82,TW,1689560209
450,lensk,60.7253,114.9278,76.19,40,88,5.99,RU,1689560209
451,minas de marcona,-15.2119,-75.1103,55.17,83,26,9.73,PE,1689560142
452,wanning,18.8003,110.3967,81.93,81,100,9.62,CN,1689560210
453,catriel,-37.8791,-67.7956,39.99,57,100,11.34,AR,1689560210
454,tommot,58.9564,126.2925,69.84,53,21,9.15,RU,1689560210
455,hasaki,35.7333,140.8333,97.29,70,79,9.15,JP,1689560210
456,nova sintra,14.8667,-24.7167,72.9,86,100,9.82,CV,1689560175
457,la foa,-21.7108,165.8276,73.8,52,59,9.69,NC,1689560211
458,bamboo flat,11.7,92.7167,82.49,83,100,10.36,IN,1689560211
459,winnemucca,40.973,-117.7357,97.72,6,100,12.91,US,1689560212
460,yuzhno-kurilsk,44.0306,145.8556,58.42,86,95,3.47,RU,1689560099
461,nyagan,62.1406,65.3936,66.99,54,3,6.96,RU,1689560212
462,ar rutbah,33.0381,40.2848,83.17,19,0,8.37,IQ,1689560212
463,prince rupert,54.3161,-130.3201,60.89,82,100,4.61,CA,1689560110
464,princeville,45.7668,-61.2985,69.69,96,100,9.22,CA,1689560213
465,belousovka,50.1339,82.5239,68.85,56,0,4.47,KZ,1689560213
466,gazli,40.1333,63.45,87.57,16,0,7.9,UZ,1689560213
467,vilyuchinsk,52.9306,158.4028,70.07,86,58,6.38,RU,1689560207
468,sydney,-33.8679,151.2073,64.35,77,75,6.91,AU,1689560137
469,kavaratti,10.5669,72.642,82.78,79,100,18.43,IN,1689560214
470,chenaran,36.6455,59.1212,76.33,31,0,1.59,IR,1689560214
471,ascension,30.2169,-90.9001,76.06,96,81,3.44,US,1689560215
472,reggane,26.7158,0.1714,94.3,16,73,3.78,DZ,1689560215
473,san luis de la loma,17.2706,-100.8939,82.35,86,15,1.77,MX,1689560066
474,al jabin,14.704,43.599,65.35,54,19,2.15,YE,1689560216
475,tchintabaraden,15.8969,5.7985,91.71,38,6,11.68,NE,1689560216
476,manicore,-5.8092,-61.3003,76.89,72,100,1.59,BR,1689560216
477,fallon,39.4735,-118.7774,105.67,9,0,3.44,US,1689560216
478,phu kradueng,16.8843,101.8847,74.8,96,100,3.29,TH,1689560216
479,parauapebas,-6.0675,-49.9022,74.23,52,5,2.28,BR,1689560217
480,kolonia,50.9333,6.95,64.94,72,20,5.75,DE,1689560161
481,mpika,-11.8343,31.4529,47.98,80,0,5.64,ZM,1689560217
482,ikom,5.9667,8.7063,73.49,99,100,0.58,NG,1689560217
483,sao tome,0.3365,6.7273,74.88,84,100,7.14,ST,1689560217
484,ingeniero jacobacci,-41.3427,-69.5448,27.25,72,3,4.32,AR,1689560218
485,broken hill,-31.95,141.4333,55.53,44,1,7.36,AU,1689560218
486,akrehamn,59.2667,5.1833,59.41,88,100,19.57,NO,1689560218
487,kathu,7.9178,98.3332,87.69,99,100,18.84,TH,1689560219
488,broome,42.2506,-75.833,73.78,89,0,3.44,US,1689560219
489,alaghsas,17.0187,8.0168,92.12,19,18,14.38,NE,1689560219
490,dalhart,36.0595,-102.5133,84.22,51,0,5.75,US,1689560219
491,jacksonville,30.3322,-81.6556,82.4,88,100,6.91,US,1689559950
492,gamba,-2.65,10.0,70.03,91,100,4.59,GA,1689560067
493,hong kong,22.2855,114.1577,86.05,90,100,4.0,HK,1689560158
494,keetmanshoop,-26.5833,18.1333,56.71,31,0,6.31,NA,1689560220
495,al ghayzah,16.2079,52.176,77.77,89,26,7.16,YE,1689560220
496,coron,11.9986,120.2043,84.43,71,100,12.17,PH,1689560220
497,togur,58.3631,82.8265,63.03,65,35,6.26,RU,1689560220
498,yamada,39.4667,141.95,84.45,66,40,3.31,JP,1689560059
499,slubice,52.3509,14.5607,56.55,78,0,1.01,PL,1689560221
500,khadzhalmakhi,42.42,47.1821,57.11,93,100,2.48,RU,1689560221
501,huitel,20.1639,-99.2733,63.23,70,70,8.37,MX,1689560221
502,chandia,23.65,80.7,81.41,79,100,6.35,IN,1689560222
503,kamaishi,39.2667,141.8833,81.14,75,43,6.29,JP,1689560222
504,vanino,49.0869,140.2543,64.22,73,94,5.61,RU,1689560222
505,vadso,70.0744,29.7487,56.28,87,40,10.36,NO,1689560223
506,el hadjira,32.6134,5.5126,89.71,11,0,6.35,DZ,1689560223
507,trairi,-3.2778,-39.2689,77.76,81,8,10.04,BR,1689560181
508,gaeta,41.2183,13.5628,77.74,75,0,3.47,IT,1689560223
509,mapimi,25.8167,-103.85,85.28,29,1,10.92,MX,1689559988
510,morehead city,34.7229,-76.726,84.02,91,0,10.36,US,1689559971
511,irymple,-34.25,142.1667,58.08,62,0,1.01,AU,1689560224
512,chanute,37.6792,-95.4572,82.08,74,0,6.91,US,1689560210
513,jinjing,24.575,118.5972,91.42,79,84,8.16,CN,1689560225
514,uxbridge,42.0773,-71.6295,74.39,94,100,1.01,US,1689560044
515,la toma,-33.0526,-65.6238,39.34,49,16,4.03,AR,1689560225
516,solnechnyy,50.7214,136.6319,71.74,65,96,4.59,RU,1689560226
517,kill devil hills,36.0307,-75.676,83.98,77,0,0.0,US,1689560226
518,darwin,-12.4611,130.8418,85.98,37,0,17.27,AU,1689559970
519,chimoio,-19.1164,33.4833,57.06,82,0,3.91,MZ,1689560226
520,victorica,-36.2151,-65.4359,39.83,52,100,9.24,AR,1689560227
521,coxen hole,16.3244,-86.5366,86.36,79,0,23.02,HN,1689560227
522,lautoka,-17.6167,177.4667,76.86,73,75,6.91,FJ,1689560228
523,macau,22.2006,113.5461,85.8,84,75,29.93,MO,1689560186
524,puqi,29.7167,113.8833,80.06,76,92,8.21,CN,1689560228
525,saint marys,30.7305,-81.5465,82.42,94,0,6.91,US,1689560228
526,kabanga,-2.6386,30.4678,57.58,52,1,3.49,TZ,1689560228
527,darovskoy,58.77,47.9564,54.95,81,0,4.5,RU,1689560229
528,gewane,10.1664,40.6453,79.92,58,29,11.52,ET,1689560229
529,uige,-7.6087,15.0613,65.93,48,0,3.53,AO,1689560230
530,barra de santo antonio,-9.4047,-35.5072,72.68,84,46,8.41,BR,1689560230
531,alta,69.9689,23.2717,63.66,68,100,16.11,NO,1689560230
532,gisborne,-38.6533,178.0042,57.06,53,3,8.57,NZ,1689560231
533,novyy urengoy,66.0833,76.6333,56.39,61,100,16.67,RU,1689560017
534,pitimbu,-7.4706,-34.8086,72.19,80,0,10.71,BR,1689560231
535,mirnyy,62.5353,113.9611,60.24,55,100,8.99,RU,1689560231
536,hohhot,40.8106,111.6522,80.89,36,0,4.47,CN,1689560231
537,pacific grove,36.6177,-121.9166,72.39,84,20,5.75,US,1689560232
538,bodo,67.28,14.405,55.44,94,0,11.5,NO,1689560232
539,sabha,27.0377,14.4283,83.66,32,36,14.23,LY,1689560232
540,kadugli,11.0167,29.7167,77.32,66,99,2.1,SD,1689560232
541,zaidpur,26.8333,81.3333,84.27,70,98,10.2,IN,1689560233
542,ebon,4.582,168.6964,83.03,76,60,11.03,MH,1689560233
543,la sarre,48.8002,-79.1996,60.08,97,73,5.7,CA,1689559956
544,dhulia,20.9,74.7833,78.76,81,99,2.13,IN,1689560233
545,telerghma,36.1165,6.3543,74.61,30,4,2.98,DZ,1689560234
546,dakhla,23.6848,-15.958,67.5,91,0,17.78,EH,1689560234
547,ouadda,8.0777,22.4007,68.36,92,3,1.97,CF,1689560234
548,cumbum,9.7333,77.3,75.6,83,100,7.81,IN,1689560235
549,ouani,-12.1322,44.4258,76.77,72,28,14.2,KM,1689560235
550,pecos,31.4229,-103.4932,97.3,19,0,11.5,US,1689560175
551,atherton,53.5237,-2.4935,56.75,89,16,4.99,GB,1689560235
552,san fernando,15.0286,120.6898,78.53,89,100,8.88,PH,1689560235
553,abong mbang,3.9833,13.1833,67.24,99,27,2.06,CM,1689560236
554,gizo,-8.103,156.8419,81.34,78,49,5.23,SB,1689560236
555,north druid hills,33.8168,-84.3133,81.97,66,0,6.91,US,1689560103
556,fauske,67.2588,15.3918,55.44,86,100,6.69,NO,1689560236
557,dzagam,40.9033,45.8856,71.33,62,77,9.89,AZ,1689560237
558,sao gabriel da cachoeira,-0.1303,-67.0892,72.79,99,100,1.95,BR,1689560237
559,greenville,35.6127,-77.3663,82.13,88,100,0.0,US,1689560016
560,dunedin,-45.8742,170.5036,60.8,40,100,3.0,NZ,1689560120
561,pisco,-13.7,-76.2167,64.45,77,0,9.22,PE,1689560063
562,aykhal,66.0,111.5,49.17,77,100,9.6,RU,1689560238
563,olyokminsk,60.3736,120.4264,75.52,36,57,12.77,RU,1689560239
564,el porvenir,13.7617,-87.3458,79.93,66,92,6.46,HN,1689560239
565,langepas,61.2544,75.2124,60.57,41,61,1.66,RU,1689560239
566,weirton,40.419,-80.5895,74.12,83,0,1.01,US,1689560239
567,villa gesell,-37.2639,-56.973,41.86,86,45,15.17,AR,1689560210
568,ambovombe,-25.1667,46.0833,63.55,64,5,5.5,MG,1689560240
569,changyon,38.2508,125.0961,78.87,67,100,4.23,KP,1689560240
570,laguna,38.421,-121.4238,108.32,32,0,12.66,US,1689560240
571,klaeng,12.7797,101.6483,85.95,71,100,11.45,TH,1689560241
572,mccook,40.2019,-100.6257,81.05,60,0,6.91,US,1689560241
573,xanxere,-26.8769,-52.4042,51.91,92,59,0.87,BR,1689560241
